4.362527716186253013e-01,9.878048780487805325e-02,2.400641025641025716e-01,1.649113082039911360e-01,7.241014799154333881e-01,3.328591749644381204e-01,5.103359173126614801e-01,6.997093023255813726e-01,2.017543859649122695e-01,2.094155844155844159e-01,1.647342995169082114e-01,3.823529411764705621e-01,2.350859453993933146e-01,2.273901808785529499e-01,1.000000000000000000e+00,3.978978978978978676e-01,3.167960088691795795e-01,3.472222222222222099e-01,1.808943089430894435e-01,7.161319073083779463e-01,6.314699792960662972e-01,1.978260869565217628e-01,1.570707070707070829e-01,2.385012919896640771e-01,3.516908212560386771e-01,1.000000000000000000e+00,1.778656126482213440e-01,2.870107770845150563e-01,1.930232558139534926e-01,4.219367588932806390e-01,2.347729789590254634e-01,1.956521739130434867e-01,1.928571428571428381e-01,3.068181818181818232e-01,3.134479271991911231e-01,1.795454545454545636e-01,2.093023255813953321e-01,2.041343669250645920e-01,5.210401891252954831e-01,2.761121856866537438e-01,2.347560975609755962e-01,1.611933395004625513e-01,2.981141199226305383e-01,2.672619047619047561e-01,1.382978723404255372e-01,3.769841269841269771e-01,2.612403100775193554e-01,2.756342494714587588e-01,2.490956072351421247e-01,3.221343873517786838e-01
1.847826086956521618e-01,7.207792207792207417e-01,1.410984848484848619e-01,2.398452611218568620e-01,2.427466150870405959e-01,7.010233918128654373e-01,3.320138545274616826e-01,8.212355212355212375e-01,3.473767885532591526e-01,2.444444444444444364e-01,3.332452431289640860e-01,2.966485507246376940e-01,3.614718614718614997e-01,1.489361702127659504e-01,1.850609756097560954e-01,6.219780219780219888e-01,2.273901808785529499e-01,2.870553359683794548e-01,1.642512077294686068e-01,6.927453769559033248e-01,6.542443064182195123e-01,2.977272727272727293e-01,2.138400453771979737e-01,3.355263157894736725e-01,2.051841085271317588e-01,1.000000000000000000e+00,3.871621621621621490e-01,2.713414634146341653e-01,2.374999999999999889e-01,6.585365853658536883e-01,1.739952718676122945e-01,2.350859453993933146e-01,2.321428571428571508e-01,1.859284332688588004e-01,1.517730496453900679e-01,2.051282051282051211e-01,2.574525745257452147e-01,1.620596205962059611e-01,3.951690821256038655e-01,2.549818840579710089e-01,1.911231884057971175e-01,1.813953488372093137e-01,1.807065217391304324e-01,2.355875831485587657e-01,1.222222222222222321e-01,1.316425120772946877e-01,2.069238900634249589e-01,3.141891891891891997e-01,4.425465838509316518e-01,3.951219512195122130e-01
1.931818181818181768e-01,1.000000000000000000e+00,2.663584637268847644e-01,2.934523809523809645e-01,1.807065217391304324e-01,2.504254112308564872e-01,2.711583924349881825e-01,2.637681159420289800e-01,1.850649350649350433e-01,2.037790697674418672e-01,2.612403100775193554e-01,2.111973392461197196e-01,1.702898550724637472e-01,1.758454106280193385e-01,2.500000000000000000e-01,6.026315789473684070e-01,3.255050505050505194e-01,1.660079051383399062e-01,2.093023255813953598e-01,6.560196560196560611e-01,6.780538302277432372e-01,2.344512195121951081e-01,2.558139534883721034e-01,2.093023255813953321e-01,4.785714285714285365e-01,1.000000000000000000e+00,1.447368421052631637e-01,2.559210526315789380e-01,3.000000000000000444e-01,7.742338961851157331e-01,1.860465116279069742e-01,2.512088974854932433e-01,3.571428571428571508e-01,2.711583924349881825e-01,1.642512077294686068e-01,2.144072603516732900e-01,2.174603174603174649e-01,2.786796536796536938e-01,5.340909090909091717e-01,1.505550416281221104e-01,2.705099778270509958e-01,1.665019762845849627e-01,2.094155844155844159e-01,1.868070953436807013e-01,3.405315614617939746e-01,2.083333333333333148e-01,2.872621564482029655e-01,3.223443223443223093e-01,3.257575757575757458e-01,5.711854792966535310e-01
3.225677830940988922e-01,1.000000000000000000e+00,2.612612612612612573e-01,1.309523809523809312e-01,1.773715415019762875e-01,1.300236406619385277e-01,4.219367588932806390e-01,2.281323877068557882e-01,1.952380952380952384e-01,3.409090909090909394e-01,3.139534883720930258e-01,4.305555555555555802e-01,4.156565656565656686e-01,2.200122399020807973e-01,4.230343300110741556e-01,2.834625322997416097e-01,4.219457013574660631e-01,4.463320463320463172e-01,2.764227642276422814e-01,6.047619047619047228e-01,3.515376458112406954e-01,2.494089834515366422e-01,1.856060606060606077e-01,4.060897435897435903e-01,3.311240721102862716e-01,1.000000000000000000e+00,2.077922077922077781e-01,2.903846153846153522e-01,1.671842650103519679e-01,1.000000000000000000e+00,2.683982683982684136e-01,2.445652173913043514e-01,1.836680761099365733e-01,2.940568475452196573e-01,1.991106719367589095e-01,1.582446808510638292e-01,2.611006879299562211e-01,2.554112554112554223e-01,2.554347826086956763e-01,1.473847517730496604e-01,1.887351778656126688e-01,1.666666666666666852e-01,2.542005420054200271e-01,1.578014184397162900e-01,1.586563307493540076e-01,1.500925069380203425e-01,2.645348837209302584e-01,3.648648648648649129e-01,2.216463414634146367e-01,4.653746770025839474e-01
3.326219512195122130e-01,6.015151515151515582e-01,3.210365853658536661e-01,2.317073170731707155e-01,3.376623376623376638e-01,2.407084785133565830e-01,2.613636363636363535e-01,5.769736842105263053e-01,1.666666666666666852e-01,2.390390390390390307e-01,1.555555555555555580e-01,2.469935245143385916e-01,2.751207729468598817e-01,2.626472626472626803e-01,2.293868921775898406e-01,3.297101449275362528e-01,4.459459459459459429e-01,3.985042735042735318e-01,1.234848484848484751e-01,6.609848484848485084e-01,2.213203463203463062e-01,2.272727272727272652e-01,3.704268292682926789e-01,3.140921409214092463e-01,2.420289855072463858e-01,1.000000000000000000e+00,2.379844961240309975e-01,1.876385809312638708e-01,2.116948092557848771e-01,9.177489177489177585e-01,2.786561264822134398e-01,2.257169287696577098e-01,3.008130081300812719e-01,2.202898550724637639e-01,2.000000000000000111e-01,2.403846153846153910e-01,2.191558441558441594e-01,2.247474747474747514e-01,3.865633074935400648e-01,1.413043478260869734e-01,2.002022244691607500e-01,1.691102123356926223e-01,2.238636363636363480e-01,2.003546099290779980e-01,1.399167437557816696e-01,1.500925069380203425e-01,1.475452196382429082e-01,3.111486486486486625e-01,2.025252525252525249e-01,3.485094850948509682e-01
3.701219512195121908e-01,2.032163742690058506e-01,2.865079365079364893e-01,4.817073170731707155e-01,2.300593276203032334e-01,3.095238095238095344e-01,2.444444444444444364e-01,2.326839826839826597e-01,1.725687103594080174e-01,2.611111111111110716e-01,3.243321718931475028e-01,2.254679523539421526e-01,3.226351351351351426e-01,6.531471631205674200e-01,4.817073170731707155e-01,5.876068376068376287e-01,2.552845528455284230e-01,2.940199335548172588e-01,1.609620721554116396e-01,4.914529914529914278e-01,2.325581395348837455e-01,2.306763285024154564e-01,4.399004267425320469e-01,3.207681365576102728e-01,2.382978723404255428e-01,1.000000000000000000e+00,3.059246954595791768e-01,2.838414634146341209e-01,4.017857142857143016e-01,2.954545454545454697e-01,2.713414634146341653e-01,2.768431469569520020e-01,1.633569739952718813e-01,1.957446808510638347e-01,3.944805194805194870e-01,1.730496453900709219e-01,1.323671497584540946e-01,2.645348837209302584e-01,4.492424242424242209e-01,2.066596194503171335e-01,8.605072463768115298e-02,1.758454106280193385e-01,1.811740890688259276e-01,2.039337474120082594e-01,3.111111111111111160e-01,1.500925069380203425e-01,2.407505285412262219e-01,2.710365853658536772e-01,3.541666666666666297e-01,5.785529715762274261e-01
4.793543543543543617e-01,1.410256410256410242e-01,2.804878048780488076e-01,6.742160278745644719e-01,3.111486486486486625e-01,2.079303675048355948e-01,1.999358151476251511e-01,1.666666666666666852e-01,1.976744186046511809e-01,2.638888888888888951e-01,2.613636363636363535e-01,5.540540540540540571e-01,2.236987818383167070e-01,2.222222222222222099e-01,2.281771501925545509e-01,4.390977443609022091e-01,1.947990543735224622e-01,2.301587301587301460e-01,1.702127659574468044e-01,5.334281650071124314e-01,1.904761904761904656e-01,2.336956521739130266e-01,4.880952380952380820e-01,5.714285714285713969e-01,1.630434782608695676e-01,1.000000000000000000e+00,1.476190476190476220e-01,2.934523809523809645e-01,3.315754779169413080e-01,2.672924901185770863e-01,2.798885511651468816e-01,1.827012025901942616e-01,2.000000000000000111e-01,1.869565217391304379e-01,3.213869463869463705e-01,2.272727272727272652e-01,2.736167341430499333e-01,6.028423772609818876e-01,3.522727272727272929e-01,2.093023255813953598e-01,1.611111111111110938e-01,1.930641821946169623e-01,1.930232558139534926e-01,1.930555555555555636e-01,2.277368122518434457e-01,1.500925069380203425e-01,2.766913319238900604e-01,3.157894736842105088e-01,3.421052631578947456e-01,5.515873015873016261e-01
4.268292682926829174e-01,7.047619047619047006e-01,2.937430786267996030e-01,4.775950085082246721e-01,3.488372093023255904e-01,2.365424430641821785e-01,2.128787878787878896e-01,3.905919661733615600e-01,2.835365853658536883e-01,3.008130081300812719e-01,2.943696450428396894e-01,1.814750290360046536e-01,2.111111111111111105e-01,1.971586971586971604e-01,4.246828752642706206e-01,2.526427061310781985e-01,2.933810375670841131e-01,3.454712362301101680e-01,1.556324110671936656e-01,5.042735042735042583e-01,2.463369963369963500e-01,3.203947368421052877e-01,4.515873015873015373e-01,2.712215320910973393e-01,2.472247918593894478e-01,1.000000000000000000e+00,2.500000000000000000e-01,3.289036544850498234e-01,3.056220095693780170e-01,9.888888888888889284e-01,3.077294685990338285e-01,2.521739130434782483e-01,2.625000000000000111e-01,1.930232558139534926e-01,2.754506892895015602e-01,1.666666666666666852e-01,3.183462532299741743e-01,3.515205724508050356e-01,3.951690821256038655e-01,2.929078014184397505e-01,1.630434782608695676e-01,1.547619047619047672e-01,2.752906976744186052e-01,2.358442871587462242e-01,2.045454545454545303e-01,1.500925069380203425e-01,4.371035940803382758e-01,2.222222222222222099e-01,2.494089834515366422e-01,7.790697674418605168e-01
3.141891891891891997e-01,2.100609756097561176e-01,2.524154589371980784e-01,1.000000000000000000e+00,2.222222222222222099e-01,2.770348837209302140e-01,3.734299516908212713e-01,1.735419630156472270e-01,2.364361702127659448e-01,2.441860465116278966e-01,3.130081300813007950e-01,2.531028368794326355e-01,2.500000000000000000e-01,2.000000000000000111e-01,3.252032520325203180e-01,2.553191489361702482e-01,2.713414634146341653e-01,2.434523809523809756e-01,1.329051383399209585e-01,6.480158730158729341e-01,2.415458937198067535e-01,2.498817966903073007e-01,3.950216450216450514e-01,3.139534883720930258e-01,2.000988142292490224e-01,1.000000000000000000e+00,1.853658536585365835e-01,2.948504983388704481e-01,4.006756756756756910e-01,2.340425531914893664e-01,2.564935064935064957e-01,3.014069264069264009e-01,2.207792207792207695e-01,1.215415019762845911e-01,3.525498891352549791e-01,1.836680761099365733e-01,2.316066066066066187e-01,2.174603174603174649e-01,5.689922480620155376e-01,1.796511627906976771e-01,1.808785529715762341e-01,2.225274725274725141e-01,2.489316239316239354e-01,2.037790697674418672e-01,2.099802371541502066e-01,1.500925069380203425e-01,2.916666666666666297e-01,2.705099778270509958e-01,3.119796484736355180e-01,7.159090909090908283e-01
4.926829268292682862e-01,1.366366366366366381e-01,3.289473684210526550e-01,4.017857142857143016e-01,3.367037411526794810e-01,2.966216216216216450e-01,3.325098814229249244e-01,2.792207792207792028e-01,1.528239202657807327e-01,2.279069767441860572e-01,3.833333333333333037e-01,3.023255813953488191e-01,2.748792270531400517e-01,1.991106719367589095e-01,5.857142857142856318e-01,2.583333333333333037e-01,2.989368355222014051e-01,1.796511627906976771e-01,1.567239635995955616e-01,3.973684210526315930e-01,2.071881606765327843e-01,2.963768115942029269e-01,1.786420566908371865e-01,3.453947368421052544e-01,5.016339869281045694e-01,1.000000000000000000e+00,3.617886178861788871e-01,4.601293103448276245e-01,2.790697674418604612e-01,3.647450110864745021e-01,1.827380952380952273e-01,2.228260869565217295e-01,2.501291989664082838e-01,1.763285024154589431e-01,3.133116883116883189e-01,1.882411067193675847e-01,4.252136752136752573e-01,2.316017316017315864e-01,3.444444444444444420e-01,2.605200945626477416e-01,1.742424242424242542e-01,1.521739130434782705e-01,2.131313131313131159e-01,3.207317073170731780e-01,1.786347517730496604e-01,2.020202020202020166e-01,2.555665512122711203e-01,4.318181818181818232e-01,1.595744680851063912e-01,2.845744680851063912e-01
